,GM,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA
130,1,11.333333333333334,5.875,4.833333333333333,16.166666666666668,2.7083333333333335,1.5416666666666667,0.041666666666666664,1.4166666666666667,0.2916666666666667,3.125,0.5833333333333334,2.875,1.0,1.1666666666666667,0.7916666666666666,5.083333333333333,11.083333333333334,1.125,2.9166666666666665,1.4583333333333333,0.16666666666666666,0.875
131,1,11.227272727272727,4.7272727272727275,6.2727272727272725,17.5,0.2727272727272727,0.18181818181818182,0.0,1.0454545454545454,1.3636363636363635,3.1363636363636362,1.5909090909090908,2.1818181818181817,0.6363636363636364,0.4090909090909091,0.09090909090909091,4.909090909090909,12.545454545454545,0.2727272727272727,0.3181818181818182,0.8636363636363636,0.6363636363636364,0.3181818181818182
134,1,11.9375,4.5,12.0,23.9375,0.125,0.1875,0.0,2.375,2.0,2.375,2.5625,3.3125,0.625,1.0625,0.0625,8.0625,16.375,0.0625,0.125,0.8125,0.125,0.125
135,1,11.761904761904763,4.523809523809524,6.428571428571429,18.19047619047619,0.14285714285714285,0.09523809523809523,0.0,1.7142857142857142,3.6666666666666665,1.619047619047619,0.6190476190476191,2.0,0.5714285714285714,0.3333333333333333,0.047619047619047616,3.9523809523809526,13.523809523809524,0.0,0.047619047619047616,1.2380952380952381,0.47619047619047616,0.09523809523809523
136,1,14.95,6.3,4.15,19.1,0.0,0.1,0.0,1.05,5.1,0.6,0.25,2.2,0.8,0.55,0.05,4.65,10.5,0.85,0.0,5.4,0.25,0.0
140,1,13.263157894736842,6.2105263157894735,6.315789473684211,19.57894736842105,0.0,0.05263157894736842,0.0,2.3157894736842106,3.8421052631578947,1.5789473684210527,0.42105263157894735,2.5789473684210527,0.5263157894736842,1.0526315789473684,0.10526315789473684,4.894736842105263,13.368421052631579,0.3157894736842105,0.0,3.210526315789474,0.21052631578947367,0.15789473684210525
143,1,9.818181818181818,4.7272727272727275,6.7727272727272725,16.59090909090909,1.0909090909090908,1.0,0.9545454545454546,3.3636363636363638,0.36363636363636365,3.6363636363636362,1.3181818181818181,3.090909090909091,1.1818181818181819,1.1818181818181819,0.5,6.181818181818182,10.636363636363637,0.4090909090909091,1.0454545454545454,0.8636363636363636,0.09090909090909091,0.5
145,1,9.88,3.28,4.56,14.44,2.12,1.08,0.0,2.56,0.32,3.44,1.36,2.76,0.68,0.88,0.24,5.6,9.08,0.2,1.4,0.92,0.4,0.48
146,1,9.3,2.85,8.75,18.05,0.4,0.1,0.0,4.75,0.9,4.2,1.9,3.35,1.25,0.9,0.1,6.85,11.8,0.0,0.1,0.55,0.2,0.45
151,1,7.428571428571429,2.1904761904761907,9.476190476190476,16.904761904761905,0.14285714285714285,0.23809523809523808,0.0,6.285714285714286,1.0,1.4761904761904763,4.142857142857143,2.6666666666666665,1.0,0.7619047619047619,0.09523809523809523,9.238095238095237,7.619047619047619,0.14285714285714285,0.14285714285714285,1.0476190476190477,0.0,0.3333333333333333
152,1,10.681818181818182,5.7727272727272725,5.363636363636363,16.045454545454547,1.1363636363636365,0.8636363636363636,0.0,2.590909090909091,0.13636363636363635,3.6363636363636362,0.4090909090909091,3.3181818181818183,0.9545454545454546,1.0454545454545454,0.045454545454545456,4.681818181818182,11.727272727272727,0.22727272727272727,1.7272727272727273,0.8636363636363636,0.2727272727272727,1.1363636363636365
153,1,8.791666666666666,3.1666666666666665,5.916666666666667,14.708333333333334,1.0,0.875,0.041666666666666664,2.3333333333333335,0.7083333333333334,2.75,2.4166666666666665,2.6666666666666665,1.0416666666666667,0.875,0.16666666666666666,7.125,7.625,0.625,0.5833333333333334,0.7916666666666666,0.16666666666666666,0.8333333333333334
